perm,rf,rf_shap,variable,wv_rf,xgb,xgb_shap,task
0.000711500380997772,0.0012209130982528355,0.005192643517864757,fBodyAccJerk-iqr()-Y,0.3497048769477001,0.0003815878590103239,0.00035614031367003923,clf
0.0006424201809206265,0.00040481964574102446,0.0016485201778621294,fBodyAccJerk-iqr()-Z,0.2831425258516492,0.000555461912881583,0.0008997986442409457,clf
0.002720225075157235,0.002639923718563713,0.010529191973349162,fBodyAccJerk-entropy()-X,1.217655523227038,7.464510417776182e-05,9.666132245911284e-05,clf
0.0008755884177507497,0.0012661501686959571,0.008202992155672651,fBodyAccJerk-entropy()-Y,0.1070647530416454,0.0002819808141794056,0.00045301814679987723,clf
0.0015232182610010875,0.001258625472554695,0.0032023374326432107,fBodyAccJerk-entropy()-Z,0.18087008990180306,0.0001733287936076522,0.0006077334401197731,clf
0.0015027424133405734,0.002583106103977257,0.0058558771543100975,fBodyAccJerk-maxInds-X,1.80176192480763,0.0010449141263961792,0.0019297491526231168,clf
0.00026549370411537777,0.0002913410246444205,0.0005888731817325299,fBodyAccJerk-maxInds-Y,0.2033108910808544,0.000950391637161374,0.0006759723764844239,clf
0.0009468538911835004,0.0013082437952329586,0.0032785310594319016,fBodyAccJerk-maxInds-Z,0.35464876016057323,0.0021781218238174915,0.0025528084952384233,clf
0.0008008580283946423,0.00038286804783244246,0.0015207432173709539,fBodyAccJerk-meanFreq()-X,0.2218230020764268,0.001437374739907682,0.002234729938209057,clf
0.001309439529842452,0.0002749271516062972,0.0010356579573627296,fBodyAccJerk-meanFreq()-Y,0.19441188732948184,0.0010350310476496816,0.0008167018531821668,clf
0.0005541149939435309,0.000423849314562463,0.0012247903058227431,fBodyAccJerk-meanFreq()-Z,0.27325145666152995,0.002691029570996761,0.00296301138587296,clf
0.00022679688043910484,0.00028095196062507996,0.0005713689897042041,fBodyAccJerk-skewness()-X,0.19014776062670652,0.0016854710411280394,0.0012956077698618176,clf
